,Company Name,Jun 2010,Sep 2010,Dec 2010,Mar 2011,Jun 2011,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Jun 2016,Sep 2016,Dec 2016,Mar 2017,Jun 2017,Sep 2017,Dec 2017,Mar 2018,Jun 2018,Sep 2018,Dec 2018,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025
1563,Remedium Lifecare Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,28.9,16.5,15.45,19.7,21.55,22.3,22.3,21.05,32.5,47.25,44.0,102.15,126.3,139.0,138.5,138.1,137.45,140.7,737.6,4368.1,714.2,501.4,108.5,60.13,8.93,5.12,1.82,0.98,1.47,1.54
1564,Remsons Industries Ltd.,24.5,26.0,20.45,20.45,23.5,24.15,22.1,23.65,23.1,19.85,22.0,13.35,13.38,13.6,10.0,18.9,18.8,34.7,33.6,30.1,35.0,40.25,53.95,41.9,46.1,45.8,48.85,51.45,56.65,65.5,113.8,73.05,92.1,114.9,105.0,82.0,96.0,85.0,74.85,58.5,70.9,75.25,107.5,141.0,255.6,216.8,233.5,182.6,217.8,234.0,241.45,194.4,230.05,453.5,674.35,919.95,1000.45,220.4,146.3,118.0,137.45,119.45,141.2
1565,Renaissance Global Ltd.,75.45,75.55,78.75,76.0,108.0,92.0,73.8,87.2,76.05,55.6,66.95,59.95,50.6,51.0,60.3,61.0,69.75,61.05,62.5,70.6,67.0,71.0,145.8,125.3,135.0,134.75,126.15,140.5,170.35,175.6,336.8,311.25,280.3,288.15,309.6,305.4,281.9,253.2,351.35,206.7,226.6,249.75,284.1,293.8,582.3,801.45,967.35,858.35,576.35,115.1,98.6,83.37,111.71,104.55,102.85,99.7,101.45,119.45,171.5,122.7,119.55,113.75,134.25
1566,Repco Home Finance Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.85,245.4,348.2,328.95,459.8,428.2,664.0,639.4,644.15,734.5,685.95,579.6,769.4,820.6,557.3,702.35,824.25,627.7,682.75,546.2,553.7,430.7,399.9,465.55,381.9,312.05,316.9,117.35,122.5,171.3,233.15,336.95,372.15,313.6,268.95,176.4,131.65,229.75,231.15,179.7,311.95,384.5,392.15,400.65,549.1,528.3,407.85,335.3,441.15,361.65,406.1
1567,Repro India Ltd.,106.7,123.75,119.4,92.85,145.2,136.2,162.0,192.85,241.1,215.0,219.8,182.35,153.3,123.45,173.2,146.05,206.8,254.35,300.45,350.4,497.1,380.1,476.1,389.0,474.8,417.6,400.7,424.05,442.6,653.2,780.9,630.1,713.65,584.7,612.75,590.25,558.9,559.0,625.4,335.0,386.2,388.85,407.2,347.25,359.8,549.85,529.85,395.9,380.7,442.85,384.15,356.8,668.75,751.15,877.45,831.45,629.9,587.7,540.85,397.3,526.45,424.45,541.3
1568,Response Informatics Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,14.79,8.44,8.37,7.2,5.07,4.15,3.8,4.46,4.25,4.0,4.4,5.67,5.7,5.9,5.4,5.0,10.81,10.3,10.81,9.28,10.75,9.03,0.0,0.0,9.0,6.0,7.3,10.0,11.94,12.96,13.6,22.09,34.75,28.8,37.53,43.89,41.9,71.0,81.67,80.4,73.92,53.88,38.89,37.97,26.25,34.58
1569,Responsive Industries Ltd.,830.0,955.0,95.2,92.2,93.55,105.5,100.2,85.75,86.5,90.0,93.0,90.65,90.85,86.25,94.85,95.25,77.85,89.75,87.0,124.0,129.4,82.0,110.7,83.0,81.3,72.35,65.0,87.05,81.4,37.4,40.1,39.5,79.1,70.55,90.35,91.65,90.35,90.8,92.95,81.2,76.05,104.55,186.3,168.05,143.1,122.75,169.95,182.6,117.35,144.85,117.1,124.35,162.55,348.05,305.25,277.75,323.75,275.4,247.95,189.0,236.85,183.9,188.65
1570,Resurgere Mines & Minerals India Ltd.,104.9,2.1,1.32,0.7,0.63,0.3,0.21,0.21,2.14,1.72,1.21,0.66,0.57,0.64,0.78,0.71,3.08,1.57,1.57,1.34,0.85,0.89,1.73,0.75,0.9,0.7,0.63,0.52,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,Retro Green Revolution Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,13.9,12.7,12.6,11.85,14.5,12.1,17.87,25.25,28.75,25.05,15.85,14.05,10.11,9.55,8.11,8.68,8.4,8.95,13.2,10.33,8.7,9.23,9.25,5.79,5.32,3.64,2.68
1572,Rexnord Electronics & Controls Ltd.,9.0,10.05,9.4,7.56,9.0,9.18,8.87,7.87,6.37,7.34,8.41,8.08,7.23,6.8,8.92,7.15,13.0,23.14,25.5,23.2,29.6,35.0,58.45,35.45,40.0,40.15,70.5,63.2,55.95,60.95,74.75,61.45,51.5,38.4,35.0,32.15,23.55,26.4,22.9,20.05,22.25,22.75,29.1,30.0,53.2,49.35,61.75,65.45,61.0,87.7,117.05,97.67,130.0,130.0,141.9,102.75,138.75,123.3,102.9,82.02,102.2,90.0,85.26
1573,Rico Auto Inds. Ltd.,26.9,25.5,21.0,15.6,15.1,11.32,8.03,10.2,11.44,9.46,9.56,6.37,6.44,6.0,11.28,10.95,18.55,34.9,45.8,43.3,41.05,45.65,47.65,33.8,42.05,62.3,54.4,56.4,54.85,92.65,101.35,78.65,66.55,68.95,71.05,63.5,60.05,43.95,46.2,20.0,32.4,29.1,36.5,35.55,48.8,47.7,43.4,31.6,42.05,55.3,82.5,67.43,102.36,80.33,86.6,145.2,133.7,112.25,82.62,60.46,75.79,92.52,84.79
1574,Riddhi Siddhi Gluco Biols Ltd.,268.95,463.6,393.4,281.55,326.05,264.55,254.4,202.85,255.0,290.5,251.95,281.95,246.3,200.25,219.5,243.95,382.85,418.75,385.1,381.0,337.7,285.0,349.8,310.0,319.9,343.5,365.0,443.1,473.0,469.0,650.0,625.0,588.05,520.05,509.9,330.0,294.1,325.0,266.05,199.0,275.8,242.1,262.75,247.5,323.0,343.95,375.95,345.45,359.5,354.25,362.0,333.2,343.95,454.55,464.55,504.25,585.35,654.3,638.95,524.6,573.25,546.15,558.8
1575,Rishabh Instruments Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.65,582.8,442.5,449.3,393.4,337.45,214.95,295.05,400.05,408.85
1576,Rishi Laser Ltd.,51.45,80.7,66.05,48.8,45.55,36.9,26.6,25.05,21.3,25.2,18.85,13.65,14.4,12.25,13.3,14.98,16.85,14.5,16.54,11.9,12.59,12.52,17.0,20.0,27.0,22.45,18.0,27.0,25.5,27.95,38.55,24.0,21.8,22.15,25.65,21.0,20.3,16.3,12.07,5.14,6.56,5.98,8.5,10.62,19.25,14.38,14.35,16.8,16.15,23.2,24.3,23.5,39.52,54.45,88.93,90.85,132.1,162.55,146.85,148.55,143.05,134.35,130.0
1577,Rites Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1,273.7,259.05,292.2,265.3,289.7,245.95,246.2,252.9,271.5,240.65,276.1,273.35,263.45,262.8,234.55,326.1,339.6,354.65,372.05,492.0,502.95,664.3,691.95,345.2,291.75,223.45,280.0,246.05,244.25
1578,Rodium Realty Ltd.,136.9,230.65,219.75,202.65,201.1,160.15,152.2,183.75,153.1,136.0,142.0,133.9,121.0,108.8,109.4,125.2,146.0,155.0,170.45,166.3,160.0,163.1,158.5,166.8,167.5,137.5,119.0,126.0,132.0,127.0,137.0,140.05,119.0,111.6,128.5,126.0,117.25,112.5,106.0,96.0,88.8,78.0,72.95,68.95,60.0,64.0,63.05,74.4,56.25,49.75,50.7,44.75,50.0,65.99,60.8,70.56,75.5,95.4,163.0,182.0,206.5,171.1,159.6
1579,Rolcon Engineering Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.4,0.0,111.5,113.7,0.0,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.5,303.45,288.3,533.0,419.0,598.7,552.8,537.1,948.15,1479.9,932.9,755.0,744.8,755.85
1580,Rollatainers Ltd.,346.0,333.25,250.55,224.95,176.0,179.0,123.0,136.45,117.5,97.65,349.95,203.95,247.9,214.95,171.7,160.7,334.8,370.8,459.95,417.8,59.9,45.85,54.75,25.9,33.65,15.95,14.2,14.1,4.18,4.17,7.43,4.57,3.21,2.84,3.04,2.4,1.88,2.12,1.94,1.08,1.87,2.98,3.64,2.28,3.04,2.99,4.09,2.0,1.12,1.3,1.39,0.98,1.22,1.07,1.34,1.52,4.55,2.32,2.28,1.34,1.75,1.22,1.23
1581,Rolta India Ltd.,168.0,162.25,154.5,138.8,128.85,82.7,56.35,93.6,80.15,72.55,61.7,65.9,62.15,55.55,67.05,73.3,112.35,113.8,93.8,162.4,100.85,101.95,100.65,75.55,64.05,61.0,60.5,58.1,51.55,52.75,59.75,57.45,34.5,14.15,8.44,7.01,6.19,5.16,4.33,2.21,7.36,5.4,5.7,3.19,8.35,5.7,8.14,5.02,4.15,4.3,3.99,1.6,2.22,1.93,2.92,4.82,5.53,3.44,3.76,2.03,2.28,1.92,1.77
1582,Rose Merc Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.91,27.8,23.75,45.52,50.16,55.29,114.61,129.0,144.7,151.6,108.0,42.82,45.37,65.32,57.99
1583,Rossell India Ltd.,237.4,319.05,490.25,55.75,51.7,44.5,34.0,44.15,40.75,32.7,46.3,40.8,42.0,29.95,44.75,45.05,69.75,63.65,91.45,81.45,90.1,94.0,155.5,112.0,123.7,104.75,91.85,127.85,98.95,101.0,118.4,91.45,74.9,71.6,85.35,67.5,45.9,56.35,77.85,36.4,61.1,150.15,128.5,105.45,152.65,156.5,142.25,194.8,173.05,273.4,318.2,242.1,366.3,515.35,468.35,357.3,568.85,122.35,74.63,55.32,68.99,63.87,62.4
1584,Roto Pumps Ltd.,93.3,97.8,112.3,88.0,84.6,74.55,63.0,84.85,99.05,118.2,141.9,104.0,94.0,90.0,143.3,144.0,330.75,454.65,159.55,102.6,83.0,74.2,69.9,47.55,61.4,51.15,55.5,56.1,146.25,100.55,124.45,84.8,79.65,103.25,102.1,100.2,139.25,124.4,158.35,75.85,92.1,100.7,133.9,139.75,192.65,332.6,367.4,414.95,476.85,432.8,464.15,580.55,754.0,349.45,420.7,351.85,526.45,567.9,286.5,206.0,299.2,77.23,70.51
1585,Royal Orchid Hotels Ltd.,76.45,82.15,84.45,65.05,66.45,51.85,44.95,48.7,43.95,48.7,43.2,29.05,20.15,21.75,28.2,30.6,46.45,47.6,40.2,40.25,40.9,46.15,72.95,70.4,80.05,63.8,74.5,89.5,103.55,131.2,161.25,160.75,161.1,116.35,130.1,118.1,105.85,88.65,70.55,41.0,52.85,65.5,76.15,62.85,80.6,97.3,83.5,122.25,131.95,271.25,259.7,270.7,322.6,297.1,316.35,362.2,358.25,369.7,354.2,392.1,385.4,525.05,489.3
1586,Rubfila International Ltd.,3.51,5.71,4.75,6.49,7.79,7.54,6.93,7.49,18.48,22.0,21.45,16.0,18.7,17.45,18.5,17.4,29.35,44.5,43.95,38.4,44.85,47.8,41.0,34.1,36.45,34.65,37.45,50.5,68.15,86.05,86.9,71.9,64.55,45.05,45.15,41.35,38.8,35.05,32.4,23.4,34.9,38.6,59.4,59.45,94.55,106.0,100.4,92.15,78.2,89.65,79.2,61.77,73.38,81.84,80.8,68.16,81.36,81.91,79.89,63.55,85.87,83.46,79.99
1587,Ruchi Infrastructure Ltd.,43.05,32.7,25.25,21.3,20.3,18.7,14.1,16.25,18.95,22.65,24.75,23.05,22.9,17.0,14.12,11.5,16.4,12.74,10.74,7.82,7.57,8.42,8.3,6.5,6.75,4.49,3.99,3.56,2.98,2.9,4.75,3.65,2.85,3.94,4.45,2.9,2.52,2.19,2.38,1.86,15.69,8.08,7.55,5.8,8.84,7.04,10.01,9.41,8.16,9.73,9.54,8.01,8.52,13.59,11.63,12.26,12.28,13.65,11.84,6.54,7.76,7.51,7.26
1588,Rudrabhishek Enterprises Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,Rungta Irrigation Ltd.,39.5,43.1,37.6,33.75,39.6,20.1,13.65,19.6,18.7,16.0,15.3,21.0,26.2,27.0,16.3,6.84,22.68,17.1,17.6,12.25,18.35,17.1,22.0,22.85,21.85,18.0,23.2,30.15,32.0,20.5,29.0,28.0,25.0,16.5,21.85,20.05,18.75,18.64,20.2,22.75,21.7,18.55,18.4,15.6,23.45,21.05,27.55,26.7,27.3,44.6,26.35,92.96,56.39,51.63,60.99,67.39,115.28,78.05,78.48,67.1,67.96,61.47,63.96
1590,Rupa & Co. Ltd.,0.0,0.0,0.0,0.0,0.0,152.2,142.8,140.5,136.0,143.4,140.5,165.55,165.0,165.0,215.0,220.0,225.5,218.7,229.2,213.0,333.4,310.4,308.5,274.4,298.25,274.45,251.1,326.6,459.5,429.95,486.65,372.55,393.05,306.6,327.75,343.8,257.75,176.2,195.65,116.55,165.25,193.4,306.5,307.7,473.95,451.55,441.75,438.25,347.85,322.55,281.75,204.1,269.25,260.0,268.25,238.4,278.95,285.65,249.75,178.9,220.2,205.85,194.9
1591,Ruparel Food Products Ltd.,15.0,14.5,13.8,0.0,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,0.0,10.17,4.95,5.6,6.35,12.67,9.18,7.08,9.0,9.42,7.25,6.51,6.25,10.92,9.52,8.1,8.18,7.51,9.0,9.0,7.6,7.89,7.6,7.2,11.55,8.52,7.35,7.71,6.78,16.18,18.6,20.45,23.5,24.65,45.95,169.9,93.95,218.8,113.8,170.0,77.9,148.26,103.35,156.0,202.1,192.25,171.0,169.15,195.0,161.5
1592,Rushil Decor Ltd.,0.0,0.0,0.0,0.0,0.0,174.65,118.35,206.4,206.25,255.7,265.6,42.35,26.7,43.0,50.7,48.2,49.2,50.7,55.35,68.9,67.45,170.5,286.3,200.9,449.2,527.5,560.5,608.15,758.5,967.85,914.7,790.8,620.85,608.65,667.05,457.85,303.25,139.75,115.8,70.35,115.7,73.55,142.25,209.1,277.2,256.15,379.55,540.3,412.25,529.0,444.95,261.7,298.35,271.3,391.8,291.85,346.35,35.99,33.42,20.99,28.66,28.56,27.08
1593,S & S Power Switchgear Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,15.25,13.7,8.46,19.05,22.15,25.3,27.55,25.3,34.3,31.65,21.8,31.85,52.75,102.62,176.1,223.85,250.95,400.0,416.1,401.65,370.7,389.6,374.75
1594,S & T Corporation Ltd.,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,203.1,192.95,202.55,192.5,0.0,0.0,0.0,200.0,0.0,0.0,0.0,180.5,0.0,154.85,72.1,28.85,26.1,21.35,11.25,10.21,8.77,7.06,6.71,5.86,5.6,5.41,6.4,4.29,13.45,29.15,21.8,18.35,258.4,269.85,45.45,44.24,44.94,38.0,35.07,25.46,21.48,14.64,9.4,5.19,6.2,5.57,5.29
1595,S A B Industries Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,15.17,18.3,29.25,40.9,52.15,77.0,60.0,47.15,59.75,70.0,68.4,64.0,57.9,53.0,54.0,53.0,28.0,31.0,29.9,46.75,72.5,115.05,86.8,87.0,84.3,85.0,75.59,86.9,125.4,146.1,194.95,170.8,176.4,198.4,152.0,153.0,150.0,145.75
1596,S B E C Sugar Ltd.,15.65,13.28,13.17,13.89,10.5,6.7,6.49,8.17,7.46,12.1,8.6,8.41,8.6,12.02,11.42,9.6,8.52,9.89,7.48,4.88,5.48,5.7,8.0,7.6,11.4,11.4,11.55,12.75,9.5,10.94,7.07,6.96,7.25,8.5,8.71,9.5,8.57,7.75,6.99,3.69,7.35,8.09,8.37,6.0,23.85,23.4,24.0,29.15,25.8,25.05,73.4,33.62,34.7,35.5,37.54,38.0,54.41,63.0,57.68,36.99,60.73,33.19,33.95
1597,S B E C Systems (India) Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,56.05,21.9,20.0,19.43,21.42,28.0,25.84,42.99,38.64,17.03,41.35,23.27,23.19
1598,S B I Life Insurance Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.6,673.45,671.75,509.3,596.45,579.55,723.35,846.15,961.8,640.95,806.65,811.25,904.25,880.5,1007.65,1214.75,1196.25,1120.2,1082.9,1250.5,1231.6,1099.65,1306.9,1306.6,1432.15,1497.95,1491.1,1843.3,1390.5,1548.05,1838.1,1790.9,1935.65
1599,S Chand & Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.5,454.25,519.35,410.65,350.05,255.75,214.1,181.65,87.2,62.85,88.65,38.8,43.6,68.1,65.4,106.05,116.35,113.05,109.65,96.95,107.75,177.0,174.3,222.85,191.4,276.1,271.65,233.15,230.65,217.55,211.8,169.3,234.35,188.4,178.8
1600,S G L Resources Ltd.,61.7,60.4,36.65,31.5,22.9,19.35,13.5,18.3,15.85,17.9,18.8,14.39,15.0,15.88,21.35,18.95,22.25,28.9,33.35,19.1,33.2,21.25,27.45,28.95,21.55,22.3,21.4,22.15,23.8,18.65,35.3,17.95,25.1,36.0,38.95,30.65,24.1,23.95,21.75,18.05,19.9,20.75,18.2,14.44,18.8,16.5,20.65,16.05,11.4,12.09,10.15,6.61,8.9,9.12,6.79,6.4,8.17,9.17,6.85,3.39,4.72,4.63,4.05
1601,S G Mart Ltd.,0.0,0.0,0.0,0.0,0.0,10.48,16.21,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.85,26.05,0.0,42.2,0.0,0.0,0.0,59.9,79.2,104.0,111.3,105.75,0.0,106.0,106.0,105.0,107.4,107.4,96.1,98.7,114.45,137.7,423.65,411.5,429.95,449.0,524.0,420.6,517.4,2017.3,5874.9,9339.05,494.4,449.85,418.5,369.6,323.3,360.2,360.45,354.25
1602,S H Kelkar & Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.9,226.5,212.45,304.85,309.6,297.85,263.95,252.0,299.95,258.45,223.15,203.75,171.45,153.45,129.75,137.7,110.35,77.6,63.5,83.5,120.5,111.75,172.2,160.1,154.85,143.55,134.9,140.15,142.75,99.35,117.05,154.15,145.75,205.25,185.25,298.15,246.75,177.75,234.75,230.7,218.55
1603,S I L Investments Ltd.,109.0,114.15,116.0,106.1,92.85,88.0,72.45,70.9,70.6,71.0,73.6,55.0,46.8,40.0,47.1,45.7,72.5,76.0,78.9,65.25,67.85,66.0,91.55,76.0,102.4,103.0,108.0,151.05,167.6,210.0,455.05,347.9,181.85,175.6,178.2,173.55,179.0,150.25,144.0,83.95,140.75,141.65,214.35,194.0,281.1,315.15,294.9,336.25,280.1,319.85,349.0,273.15,335.85,332.45,427.05,465.85,556.05,587.2,666.1,574.15,608.3,609.0,707.55
1604,S I S Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.3,1197.1,1125.2,1155.65,928.0,769.15,845.85,905.95,872.4,971.65,431.5,382.4,367.35,429.2,390.3,429.7,494.85,459.9,485.55,453.9,416.3,392.95,320.6,421.35,430.6,454.1,409.3,449.35,417.7,360.15,324.8,370.75,348.7,342.35
1605,S J S Enterprises Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.8,414.8,478.85,431.9,492.2,395.95,566.0,684.45,615.8,608.85,783.95,1001.65,1154.05,901.35,1283.35,1451.35,1528.55
1606,S J V N Ltd.,23.95,24.2,22.95,22.1,21.45,21.4,19.0,19.7,19.3,20.0,21.4,19.0,20.0,19.0,21.35,21.0,24.8,22.8,24.5,24.65,23.75,24.95,31.75,28.65,28.5,28.9,30.1,33.85,31.9,32.4,33.95,33.35,29.15,27.5,25.6,24.2,24.9,24.3,25.45,20.7,21.8,21.95,24.85,26.05,27.85,28.15,30.65,27.45,26.9,31.05,34.25,33.25,40.94,73.19,90.94,121.4,131.55,132.65,104.4,91.62,100.41,90.35,88.16
1607,S K F India Ltd.,476.25,588.4,548.35,575.25,680.1,672.85,587.95,688.75,617.6,664.35,637.0,549.95,516.3,502.75,666.5,801.7,1073.35,1099.75,1345.9,1406.0,1405.25,1246.65,1220.85,1245.85,1382.55,1405.75,1263.65,1580.65,1554.3,1518.4,1921.7,1742.65,1718.85,1681.9,1914.3,2017.85,2002.3,2152.95,2166.6,1448.05,1669.65,1461.65,1704.55,2250.1,2678.3,3087.95,3743.15,3538.15,3641.05,4710.75,4501.15,4256.3,4973.55,5106.95,4602.65,4162.7,6462.8,5437.5,4476.0,3847.55,4817.8,4713.7,2165.25
1608,S K M Egg Products Export (India) Ltd.,19.0,15.62,15.35,9.97,8.81,7.16,6.41,6.86,6.1,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,69.1,73.8,96.8,85.25,80.15,61.2,68.05,50.5,38.8,40.3,37.1,30.9,31.65,36.8,58.35,46.9,88.8,81.4,73.55,61.45,55.5,101.85,133.3,129.9,219.6,457.0,386.4,215.55,265.0,251.85,252.3,161.9,255.65,316.65,368.65
1609,S K P Securities Ltd.,27.2,28.3,25.4,20.05,29.5,36.4,29.7,17.6,20.35,24.95,24.4,23.9,20.6,24.0,36.75,17.4,18.05,19.0,22.5,20.95,20.85,21.05,31.9,28.5,22.55,28.5,24.65,33.0,48.05,63.9,77.2,62.85,61.55,58.9,48.0,50.05,67.55,59.4,55.0,42.0,48.0,45.15,42.0,48.5,69.65,65.0,64.15,74.4,41.85,54.45,73.4,67.7,61.4,65.21,72.76,86.11,143.75,179.35,212.95,110.65,119.05,106.05,113.6
1610,S M C Global Securities Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.85,77.1,76.0,75.6,78.4,92.35,78.45,76.8,71.52,75.39,78.12,101.35,124.65,161.35,157.2,135.45,104.55,155.55,140.0,136.9
1611,S M S Pharmaceuticals Ltd.,169.7,191.6,191.0,181.0,193.7,165.0,150.0,142.0,146.05,199.0,188.0,192.0,233.55,184.0,196.0,241.95,330.2,546.9,404.4,506.5,590.75,651.0,125.5,83.4,92.35,101.5,87.15,85.7,74.25,104.9,103.6,73.65,70.65,62.65,67.5,62.25,54.0,41.85,40.55,26.65,62.25,88.55,118.05,124.4,173.3,155.3,128.85,93.8,81.7,87.75,83.0,57.8,90.52,125.85,118.65,178.05,223.25,351.25,239.85,212.7,250.6,245.9,300.0
1612,S M T Engineering Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,5.14,0.0,5.36,5.62,0.0,5.9,0.0,0.0,0.0,5.9,0.0,0.0,5.9,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,9.29,0.0,0.0,10.23,19.23,61.17,85.58
